frame_number,timestamp_seconds,dominant_emotion,angry,disgust,fear,happy,sad,surprise,neutral
780,26.0,sad,8.335079193115234,0.0011919570388272405,15.456780433654785,1.0944769382476807,41.52070999145508,3.814202070236206,29.777563095092773
810,27.0,neutral,7.61740779876709,0.0007677261019125581,27.683635711669922,1.6541941165924072,10.177566528320312,0.7380070686340332,52.128414154052734
840,28.0,fear,0.09558580070734024,0.0003694515908136964,45.184112548828125,45.03578567504883,0.4862534701824188,5.71892786026001,3.478963851928711
870,29.0,neutral,3.5797107219696045,0.0028249926399439573,2.572216749191284,2.5033767223358154,4.659534931182861,0.5340773463249207,86.14826202392578
900,30.0,neutral,0.008385618217289448,9.769032658368815e-07,29.962467193603516,0.02571645937860012,16.23740577697754,0.029695505276322365,53.736328125
930,31.0,angry,92.86672973632812,4.7135691261246393e-07,5.509204864501953,2.1902347725699656e-05,1.6227606534957886,3.653220846899785e-05,0.001248878426849842
960,32.0,sad,24.37055206298828,8.243200863944367e-05,0.6896651983261108,0.9724348783493042,61.13688278198242,0.010515469126403332,12.819872856140137
990,33.0,neutral,0.006589090917259455,3.967034256646684e-09,0.0027406481094658375,0.0014510898618027568,0.6514245867729187,8.721585800230969e-06,99.33778381347656
1020,34.0,neutral,0.3257020115852356,0.0009162112255580723,1.0710405111312866,0.33561593294143677,2.1780147552490234,0.0535946786403656,96.03511810302734
1050,35.0,fear,0.5548356771469116,0.001402173307724297,50.357444763183594,23.94947624206543,3.4892094135284424,0.7011074423789978,20.946531295776367
1080,36.0,fear,0.0001733694225549698,7.152204375415749e-07,92.57108306884766,8.006217831280082e-05,0.2895788550376892,0.1307234913110733,7.008366107940674
1110,37.0,fear,3.282846450805664,0.00858781486749649,56.60916519165039,1.428466558456421,0.9642655849456787,26.744659423828125,10.962011337280273
1140,38.0,angry,65.89342498779297,0.0003922171890735626,0.910035252571106,8.654987335205078,20.322053909301758,0.05037364736199379,4.168730735778809
1170,39.0,sad,4.354463577270508,0.0007608997984789312,38.273651123046875,0.2669205963611603,50.351036071777344,4.596371650695801,2.156798839569092
1200,40.0,neutral,6.708093166351318,0.018602240830659866,22.602441787719727,3.5273003578186035,17.245445251464844,0.561813473701477,49.33629608154297
1230,41.0,sad,0.31743037700653076,3.9855945942690596e-05,3.9603312015533447,0.5662080645561218,93.85584259033203,0.13441209495067596,1.1657371520996094
1260,42.0,neutral,1.6856955289840698,0.0006214641616679728,1.5074414014816284,1.1508903503417969,5.7569990158081055,0.08503609150648117,89.81331634521484
1290,43.0,fear,1.245856523513794,0.00342280394397676,74.96888732910156,3.595083236694336,4.573146820068359,8.127070426940918,7.486535549163818
1320,44.0,fear,10.778915405273438,0.002544594928622246,77.22331237792969,0.09555236995220184,7.392138481140137,2.8104039301979356e-05,4.507506847381592
1350,45.0,neutral,0.19333547353744507,5.287168278300669e-06,0.10097610950469971,1.476487398147583,2.845438003540039,0.002051988150924444,95.38170623779297
1380,46.0,happy,0.011319461278617382,9.768766904016957e-05,0.9322041869163513,93.33272552490234,0.0031190444715321064,0.679853618144989,5.040680408477783
1410,47.0,neutral,3.322146415710449,0.00015643668302800506,2.464602470397949,2.458312511444092,16.673954010009766,0.10938751697540283,74.97144317626953
1440,48.0,sad,10.035630226135254,0.024633537977933884,16.63102912902832,0.49878278374671936,59.329307556152344,5.209669589996338,8.270946502685547
1470,49.0,neutral,4.478322505950928,0.0008302195928990841,6.33674430847168,0.5416439175605774,35.68604278564453,0.05582618713378906,52.90058898925781
1500,50.0,neutral,2.1917598247528076,0.0021434216760098934,3.569216251373291,1.0769679546356201,37.86787414550781,0.33754539489746094,54.954498291015625
1530,51.0,fear,22.546018600463867,0.03548440709710121,36.70148468017578,0.39904868602752686,27.846101760864258,8.22568416595459,4.246182441711426
1560,52.0,sad,3.036350727081299,0.006823298055678606,20.87210464477539,0.6734976172447205,71.81591796875,0.7386373281478882,2.856661796569824
1590,53.0,neutral,14.884681701660156,0.12053978443145752,20.56900978088379,0.28669077157974243,10.806143760681152,0.03726045787334442,53.295677185058594
1620,54.0,neutral,12.073161125183105,0.04793072119355202,2.258641004562378,1.479261040687561,9.776233673095703,0.07046696543693542,74.2943115234375
1650,55.0,neutral,15.32178020477295,0.0032221213914453983,5.5807929039001465,0.47679242491722107,11.08663272857666,1.3776522874832153,66.15313720703125
1680,56.0,neutral,2.592686891555786,0.004495562054216862,11.660335540771484,1.2850897312164307,7.708313465118408,0.4318014979362488,76.31727600097656
1710,57.0,neutral,0.10100924223661423,0.0020789525005966425,7.140707015991211,7.655101776123047,17.55522918701172,0.05484222248196602,67.49103546142578
1740,58.0,neutral,3.5079848766326904,0.002206179080531001,6.533166885375977,1.895640254020691,5.68115758895874,0.9098894000053406,81.46995544433594
1770,59.0,sad,1.7517168521881104,0.0014855677727609873,3.289355993270874,0.03180079907178879,94.72883605957031,0.0008776533650234342,0.1959320455789566
1800,60.0,neutral,3.4583535194396973,0.003098173765465617,18.6058292388916,1.3563889265060425,2.9195878505706787,1.6739580631256104,71.9827880859375
1830,61.0,neutral,1.846084713935852,0.01156969927251339,6.394536018371582,0.16919414699077606,26.08562660217285,0.023870859295129776,65.46912384033203
1860,62.0,neutral,26.43977928161621,0.035893503576517105,6.0428900718688965,9.948887825012207,6.222594261169434,0.6965213418006897,50.61343765258789
1890,63.0,sad,22.15894317626953,0.051699381321668625,14.04887866973877,0.3684971332550049,39.99542999267578,4.639585494995117,18.736967086791992
1920,64.0,angry,41.2396240234375,0.012874120846390724,18.735809326171875,1.04143488407135,28.17410659790039,3.748633861541748,7.047514915466309
1950,65.0,sad,6.66765832901001,0.030361635610461235,22.371877670288086,0.1015159860253334,63.10344696044922,4.753162860870361,2.971978187561035
1980,66.0,fear,0.13198408484458923,0.008450360968708992,91.67410278320312,4.636316776275635,1.4883652925491333,0.5696713924407959,1.4911099672317505
2010,67.0,neutral,0.012731784023344517,5.7297947932966053e-05,3.2761762142181396,9.492301940917969,6.787712574005127,6.6543145179748535,73.7767105102539
2040,68.0,sad,0.1344655305147171,9.215035242959857e-05,4.083571434020996,3.9431397914886475,78.37403106689453,0.011476721614599228,13.453231811523438
2070,69.0,sad,0.01453869603574276,4.4317306446828297e-07,40.29368209838867,0.003241334343329072,49.65671157836914,0.00016789499204605818,10.031658172607422
2100,70.0,neutral,5.694268226623535,0.042957402765750885,4.1153178215026855,0.8558908700942993,4.001267433166504,1.2368264198303223,84.05347442626953
2130,71.0,happy,0.14553621411323547,8.296923397210776e-07,0.24727140367031097,53.098289489746094,0.21805036067962646,1.9788603782653809,44.31199264526367
2160,72.0,neutral,0.7135160565376282,0.0007201303378678858,0.2870435416698456,0.7424426078796387,2.793354034423828,0.005035085137933493,95.4578857421875
2190,73.0,neutral,0.21371279656887054,1.7400359865860082e-05,0.6933414340019226,0.2866198420524597,10.305707931518555,0.015101321041584015,88.48550415039062
2220,74.0,neutral,4.725156784057617,0.002127585932612419,2.421203136444092,6.338625907897949,10.918782234191895,0.4277283251285553,75.16637420654297
2250,75.0,neutral,0.5119767189025879,1.2862733456131537e-06,0.1375870704650879,3.5965662002563477,8.421805381774902,0.004281966015696526,87.3277816772461
2280,76.0,sad,35.58208084106445,0.0004572874750010669,10.07723331451416,0.1242041364312172,39.14348602294922,1.9864897727966309,13.086051940917969
2310,77.0,fear,17.877666473388672,0.004079073667526245,27.62201499938965,0.972606360912323,27.070507049560547,3.171792507171631,23.281333923339844
2340,78.0,neutral,16.821489334106445,0.0004974858602508903,22.15360450744629,0.06685829162597656,17.299213409423828,0.6725725531578064,42.98577117919922
2370,79.0,sad,8.350957870483398,0.00015572014672216028,3.6828770637512207,0.019838931038975716,48.8876953125,0.020292339846491814,39.03818893432617
2400,80.0,neutral,10.96826171875,0.0038366736844182014,15.302318572998047,0.32177624106407166,31.380985260009766,1.0936040878295898,40.929222106933594
2430,81.0,sad,4.304741859436035,0.002806297270581126,19.733213424682617,0.6717861294746399,60.03565979003906,3.8652501106262207,11.386545181274414
2460,82.0,angry,57.1756477355957,0.005297240801155567,10.118450164794922,0.2700066566467285,23.294998168945312,6.288076400756836,2.847527027130127
2490,83.0,sad,27.40084457397461,0.007278284057974815,10.613651275634766,0.2476992905139923,46.313297271728516,1.4695494174957275,13.947691917419434
2520,84.0,neutral,1.3315271139144897,0.0018536109710112214,0.18334174156188965,1.1561708450317383,3.429530143737793,0.04508903622627258,93.85249328613281
2550,85.0,sad,15.115828514099121,0.027998045086860657,1.3787569999694824,0.4178200364112854,47.020362854003906,0.0065870024263858795,36.03264617919922
2580,86.0,neutral,0.10099062323570251,0.00016278833209071308,0.08585459738969803,1.6313279867172241,2.1055567264556885,0.0020155743695795536,96.07408142089844
2610,87.0,sad,2.3150646686553955,0.001963359769433737,4.8805742263793945,0.6298296451568604,46.9122428894043,0.20754627883434296,45.05278396606445
2640,88.0,neutral,0.010963937267661095,2.1845226001460105e-06,0.7182916402816772,0.026722077280282974,9.852145195007324,0.00012949401570949703,89.3917465209961
2670,89.0,neutral,2.6769731044769287,0.011146647855639458,1.512000322341919,0.19571822881698608,23.388925552368164,0.16410742700099945,72.05113220214844
2700,90.0,fear,10.78911018371582,1.7550586051129358e-07,88.78176879882812,0.005883233156055212,0.41497790813446045,0.0009050343069247901,0.0073464796878397465
2730,91.0,sad,9.019475936889648,0.002030192408710718,1.8313636779785156,3.3584985733032227,53.90251922607422,0.3200240731239319,31.566085815429688
2760,92.0,fear,5.916237831115723,0.013442493043839931,49.19989776611328,0.48366013169288635,11.086669921875,31.363832473754883,1.9362568855285645
2790,93.0,fear,10.538102149963379,0.049240514636039734,73.85221862792969,2.211724281311035,11.692777633666992,0.6844688653945923,0.9714635014533997
2820,94.0,sad,0.6982641816139221,0.0013917419128119946,15.2921724319458,1.6413929462432861,60.379608154296875,0.388911634683609,21.59825897216797
2850,95.0,angry,71.82828521728516,3.6489648209681036e-06,28.06805992126465,0.0016995883779600263,0.10184822976589203,9.274522744817659e-05,1.0869534889934584e-05
2880,96.0,fear,4.206081212032586e-05,2.216101258056824e-08,95.01358795166016,1.8851989807444625e-05,0.21916493773460388,0.00416353065520525,4.763023853302002
2910,97.0,fear,4.757335186004639,0.25682881474494934,52.96653366088867,0.6790187954902649,20.982088088989258,0.8099656701087952,19.54823112487793
2940,98.0,sad,0.12199001014232635,1.0328299140383024e-05,1.0728846788406372,0.017169157043099403,98.6921157836914,0.06562145054340363,0.03020589053630829
2970,99.0,sad,1.1769094467163086,0.04333445429801941,13.518540382385254,0.3992300033569336,84.40587615966797,0.0002815794141497463,0.45582300424575806
3000,100.0,sad,13.705166816711426,0.034551952034235,6.541952610015869,0.0614519938826561,47.91400909423828,0.035383373498916626,31.707489013671875
