frame_number,timestamp_seconds,dominant_emotion,angry,disgust,fear,happy,sad,surprise,neutral
0,0.0,angry,98.50304412841797,6.534902619037553e-10,0.03200368210673332,2.170133628354165e-09,1.4546161890029907,1.1362919204735769e-13,0.010337678715586662
3,0.1,angry,95.10775756835938,2.5846811357865818e-09,0.91075199842453,7.949664926343303e-09,3.9791340827941895,4.1045393809040903e-14,0.002357730409130454
6,0.2,neutral,0.029586538672447205,4.3855372666712356e-09,4.808633804321289,2.5281317234039307,5.1702494621276855,1.2541882991790771,86.20921325683594
9,0.3,neutral,1.0507980585098267,0.00036357500357553363,0.48082321882247925,1.3152611255645752,7.125786781311035,0.0007101204246282578,90.02625274658203
12,0.4,happy,0.09539767354726791,0.00022670360340271145,0.836222231388092,89.11092376708984,1.2824411392211914,0.00047870774869807065,8.674315452575684
15,0.5,happy,0.06113837659358978,1.695453420325066e-06,1.317509651184082,64.4964370727539,0.8818365335464478,0.0005531545612029731,33.24252700805664
18,0.6,happy,0.029775045812129974,1.3766276424576063e-05,0.7904433608055115,62.38159942626953,0.5077986121177673,0.0007027353858575225,36.28966522216797
21,0.7,happy,0.5777857899665833,0.0012491227826103568,2.0252578258514404,90.85332489013672,0.41911759972572327,0.05653589591383934,6.0667338371276855
24,0.8,neutral,1.2342694997787476,0.00011353121954016387,0.653756856918335,17.618349075317383,4.996376991271973,0.0726393461227417,75.42449188232422
27,0.9,sad,3.6500909328460693,0.026028210297226906,2.7693092823028564,6.74229621887207,73.36323547363281,0.8402839303016663,12.60875129699707
30,1.0,angry,88.0904312133789,3.405489792385197e-07,0.481880247592926,7.063427460707317e-07,11.330220222473145,3.524526781539805e-10,0.09746862202882767
33,1.1,angry,98.25900268554688,2.9143504016310162e-12,0.31081312894821167,3.934937931049376e-10,1.428915023803711,4.4810357003764387e-14,0.0012712049065157771
36,1.2,angry,99.31012725830078,5.2883687012839076e-12,0.3339679539203644,4.4976458668521957e-10,0.35586437582969666,1.837367352041557e-15,4.547706339508295e-05
39,1.3,neutral,30.976051330566406,0.00047351454850286245,1.9831068515777588,1.317496418952942,25.86192512512207,0.008719723671674728,39.852237701416016
42,1.4,angry,96.91851806640625,2.0318596805068978e-10,3.0222175121307373,1.963068180232952e-10,0.05926405265927315,1.0196099810267333e-14,4.877795163338305e-07
45,1.5,angry,83.12760162353516,3.5923997110387518e-09,11.72290325164795,2.778627605781736e-10,5.149368762969971,1.263551980060229e-13,0.00013019006291870028
48,1.6,neutral,3.6940298080444336,0.002214462263509631,5.36251163482666,0.15934278070926666,44.81632614135742,0.05453627556562424,45.91103744506836
51,1.7,angry,53.057037353515625,1.5443678336168887e-08,6.948914051055908,1.7943023067346076e-08,39.98384094238281,1.7206058084383302e-14,0.010202276520431042
54,1.8,fear,17.44915008544922,2.494030537647518e-10,74.34969329833984,9.989000737675724e-10,8.201014518737793,2.9875461913381196e-12,0.0001395058206981048
57,1.9,fear,31.16374969482422,4.595301916765493e-10,51.37568664550781,5.726762397628704e-10,17.46027374267578,4.898978358397477e-13,0.00028929003747180104
60,2.0,angry,55.15391159057617,1.5210945003563126e-10,18.969097137451172,7.190173456628202e-11,25.876569747924805,3.537174435866647e-15,0.00042145297629758716
63,2.1,angry,48.37075424194336,6.576670458224854e-11,5.488559722900391,6.222438536651609e-11,46.13993835449219,9.57546857894896e-17,0.0007392555708065629
66,2.2,fear,36.72421646118164,0.12973198294639587,38.54508972167969,2.5727829933166504,13.666635513305664,1.0046002864837646,7.356939315795898
69,2.3,sad,21.54732894897461,0.0034367460757493973,6.595466613769531,0.3484485149383545,65.20823669433594,0.005842235404998064,6.2912492752075195
72,2.4,angry,89.08842468261719,0.002621188759803772,8.39573860168457,0.03276572376489639,2.2380850315093994,4.203341086395085e-05,0.24232500791549683
75,2.5,fear,2.2364501953125,0.2513642907142639,46.733516693115234,23.576597213745117,15.475127220153809,0.04419303312897682,11.682750701904297
78,2.6,happy,5.944876465946436e-05,2.2913135921953653e-07,0.022845007479190826,80.55662536621094,0.322740375995636,0.0004519405192695558,19.097278594970703
81,2.7,happy,2.9991555213928223,0.03560261428356171,3.9182469844818115,43.256752014160156,32.69319534301758,0.13482488691806793,16.96222686767578
84,2.8,happy,0.00012316874926909804,9.779156329159377e-08,0.10516726970672607,77.46052551269531,0.16185835003852844,0.0007722769514657557,22.271549224853516
87,2.9,sad,1.720719814300537,0.007316811475902796,21.249086380004883,0.0042365919798612595,76.03797912597656,0.02724449522793293,0.9534228444099426
90,3.0,sad,5.346266269683838,0.03372592106461525,20.43578338623047,0.017580576241016388,73.87627410888672,0.05943484976887703,0.23093202710151672
93,3.1,sad,0.033748604357242584,6.214212771737948e-05,29.51982879638672,0.0022244094870984554,70.40336608886719,0.007979100570082664,0.03279196098446846
