frame_number,timestamp_seconds,dominant_emotion,angry,disgust,fear,happy,sad,surprise,neutral
0,0.0,sad,0.001275492599233985,8.895923581109244e-11,0.08213423192501068,7.108540978073563e-10,99.90690612792969,2.7838979121952434e-07,0.009691031649708748
30,1.0,sad,6.622735977172852,3.1241345510579777e-08,0.07839399576187134,0.0012445220490917563,71.37621307373047,6.706429758196464e-06,21.921409606933594
60,2.0,neutral,0.052158206701278687,1.1576130332091594e-10,0.0038336454890668392,0.00020691228564828634,3.675436496734619,2.8895372452097945e-05,96.26834106445312
90,3.0,neutral,0.00048374556354247034,2.23089710767177e-12,0.000625342596322298,0.0034045700449496508,0.059157561510801315,0.001471245544962585,99.93485260009766
120,4.0,sad,37.25959396362305,1.77535112015903e-05,0.8211999535560608,0.06544551998376846,38.254302978515625,0.0009245232795365155,23.598520278930664
150,5.0,fear,0.056262627243995667,9.151170274890319e-07,95.69442749023438,0.00020085943106096238,3.9060206413269043,0.1681273728609085,0.17496216297149658
180,6.0,sad,0.058346595615148544,2.907835323640029e-07,1.6910171508789062,2.5144686333078425e-07,98.14087677001953,0.000699362310115248,0.1090589091181755
210,7.0,fear,0.0009319090750068426,1.3509567509117915e-07,95.11285400390625,0.0009176965686492622,0.8393190503120422,3.970777750015259,0.07520411908626556
240,8.0,fear,0.07173093408346176,0.0009072179673239589,96.70442199707031,0.22720685601234436,2.097886562347412,0.027100427076220512,0.8707377910614014
270,9.0,surprise,0.010366568341851234,5.170464305592759e-07,32.000221252441406,0.1724594235420227,0.00017524151189718395,67.81674194335938,3.4690452594077215e-05
300,10.0,sad,2.149249792098999,6.32833785374487e-09,0.08946121484041214,0.00026754464488476515,83.2672348022461,2.5227185687981546e-05,14.493762016296387
330,11.0,happy,0.0005096427630633116,1.0931690042070841e-07,0.0008210666128434241,99.79505920410156,0.011586799286305904,0.009485304355621338,0.18253670632839203
360,12.0,neutral,1.8711538359639235e-05,2.5277108964966155e-12,0.2762180268764496,0.0021600474137812853,28.224515914916992,2.2085998807597207e-06,71.49708557128906
390,13.0,happy,0.04626745730638504,3.6311030271463096e-06,8.846772193908691,89.07963562011719,0.27885714173316956,1.0014485120773315,0.747022271156311
